question_id,question_var_id,answer_var_id,question,answer_options,num_scale,scale_type,question_type,subject,source,original_answering_options
1247,1,3,"Do you think the following uses of data/information are acceptable or unacceptable? A social media company monitoring its users' posts for signs of depression, so they can identify people who are at risk of self-harm and connect them to counsel","['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,Ethics & Values,Pew_American_Trends_Panel_W49.csv,"['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']"
1247,1,4,"Do you think the following uses of data/information are acceptable or unacceptable? A social media company monitoring its users' posts for signs of depression, so they can identify people who are at risk of self-harm and connect them to counsel","['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Acceptance,Ethics & Values,Pew_American_Trends_Panel_W49.csv,"['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']"
1247,1,5,"Do you think the following uses of data/information are acceptable or unacceptable? A social media company monitoring its users' posts for signs of depression, so they can identify people who are at risk of self-harm and connect them to counsel","['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Acceptance,Ethics & Values,Pew_American_Trends_Panel_W49.csv,"['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']"
1248,1,1,Do you think the following uses of data/information are acceptable or unacceptable? Makers of smart speakers sharing audio recordings of their customers with law enforcement to help with criminal investigations,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,Politics & Government,Pew_American_Trends_Panel_W49.csv,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']"
1248,1,2,Do you think the following uses of data/information are acceptable or unacceptable? Makers of smart speakers sharing audio recordings of their customers with law enforcement to help with criminal investigations,"['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,Politics & Government,Pew_American_Trends_Panel_W49.csv,"['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']"
1248,1,3,Do you think the following uses of data/information are acceptable or unacceptable? Makers of smart speakers sharing audio recordings of their customers with law enforcement to help with criminal investigations,"['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,Politics & Government,Pew_American_Trends_Panel_W49.csv,"['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']"
1248,1,4,Do you think the following uses of data/information are acceptable or unacceptable? Makers of smart speakers sharing audio recordings of their customers with law enforcement to help with criminal investigations,"['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Acceptance,Politics & Government,Pew_American_Trends_Panel_W49.csv,"['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']"
1248,1,5,Do you think the following uses of data/information are acceptable or unacceptable? Makers of smart speakers sharing audio recordings of their customers with law enforcement to help with criminal investigations,"['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Acceptance,Politics & Government,Pew_American_Trends_Panel_W49.csv,"['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']"
1249,1,1,How much have you heard or read about the development of automated facial recognition technology that can identify someone based on a picture or video that includes their face?,"['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
1249,1,2,How much have you heard or read about the development of automated facial recognition technology that can identify someone based on a picture or video that includes their face?,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
1249,1,3,How much have you heard or read about the development of automated facial recognition technology that can identify someone based on a picture or video that includes their face?,"['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
1249,1,4,How much have you heard or read about the development of automated facial recognition technology that can identify someone based on a picture or video that includes their face?,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']"
1249,1,5,How much have you heard or read about the development of automated facial recognition technology that can identify someone based on a picture or video that includes their face?,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']"
1250,1,1,"Based on what you know, how much do you think facial recognition technology is able to accurately identify individual people?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
1250,1,2,"Based on what you know, how much do you think facial recognition technology is able to accurately identify individual people?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
1250,1,3,"Based on what you know, how much do you think facial recognition technology is able to accurately identify individual people?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
1250,1,4,"Based on what you know, how much do you think facial recognition technology is able to accurately identify individual people?","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']"
1250,1,5,"Based on what you know, how much do you think facial recognition technology is able to accurately identify individual people?","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']"
1251,1,1,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's gender?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
1251,1,2,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's gender?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
1251,1,3,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's gender?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
1251,1,4,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's gender?","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']"
1251,1,5,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's gender?","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']"
1252,1,1,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's race?","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
1252,1,2,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's race?","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
1252,1,3,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's race?","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
1252,1,4,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's race?","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']"
1252,1,5,"Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's race?","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']"
1253,1,1,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Advertisers","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
1253,1,2,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Advertisers","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
1253,1,3,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Advertisers","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
1253,1,4,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Advertisers","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']"
1253,1,5,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Advertisers","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']"
1254,1,1,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Technology companies","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['A lot', 'A fair amount', 'Not too much', 'None at all']"
1254,1,2,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Technology companies","['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['A great deal', 'A moderate amount', 'A small amount', 'None whatsoever']"
1254,1,3,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Technology companies","['Substantially', 'Considerably', 'Minimally', 'Not at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['Substantially', 'Considerably', 'Minimally', 'Not at all']"
1254,1,4,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Technology companies","['Extensively', 'Moderately', 'Slightly', 'Not in the least']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Moderately', 'Slightly', 'Not in the least']"
1254,1,5,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Technology companies","['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Quantity,Trust & Fear,Pew_American_Trends_Panel_W49.csv,"['Extensively', 'Considerably', 'Quite a bit', 'Very little', 'Absolutely none']"
1255,1,1,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Law enforcement agencies assessing potential security threats in public spaces","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']"
1255,1,2,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Law enforcement agencies assessing potential security threats in public spaces","['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']"
1255,1,3,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Law enforcement agencies assessing potential security threats in public spaces","['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']"
1255,1,4,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Law enforcement agencies assessing potential security threats in public spaces","['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']"
1255,1,5,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Law enforcement agencies assessing potential security threats in public spaces","['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']"
1256,1,1,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Companies automatically tracking the attendance of their employees","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']"
1256,1,2,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Companies automatically tracking the attendance of their employees","['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']"
1256,1,3,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Companies automatically tracking the attendance of their employees","['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']"
1256,1,4,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Companies automatically tracking the attendance of their employees","['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']"
1256,1,5,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Companies automatically tracking the attendance of their employees","['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']"
1257,1,1,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Advertisers seeing how people respond to public advertising displays","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']"
1257,1,2,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Advertisers seeing how people respond to public advertising displays","['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']"
1257,1,3,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Advertisers seeing how people respond to public advertising displays","['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']"
1257,1,4,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Advertisers seeing how people respond to public advertising displays","['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']"
1257,1,5,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Advertisers seeing how people respond to public advertising displays","['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']"
1258,1,1,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Apartment building landlords tracking who enters or leaves their buildings","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']"
1258,1,2,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Apartment building landlords tracking who enters or leaves their buildings","['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Completely acceptable', 'Occasionally acceptable', 'Seldom acceptable', 'Not once acceptable']"
1258,1,3,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Apartment building landlords tracking who enters or leaves their buildings","['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Totally acceptable', 'Acceptable in a bunch of cases', 'In few cases acceptable', 'Not acceptable under any circumstances']"
1258,1,4,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Apartment building landlords tracking who enters or leaves their buildings","['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Fully acceptable', 'Partially acceptable', 'Neutral', 'Mostly unacceptable', 'Completely unacceptable']"
1258,1,5,"How acceptable, if at all, do you find using facial recognition technology in the following situations? Apartment building landlords tracking who enters or leaves their buildings","['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_W49.csv,"['Without any reservation', 'With some reservation', 'With medium reservation', 'With strong reservation', 'Not at all acceptable']"
1259,1,1,"In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Ethics & Values,Pew_American_Trends_Panel_W50.csv,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']"
1259,1,2,"In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life?","['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Ethics & Values,Pew_American_Trends_Panel_W50.csv,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']"
1259,1,3,"In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life?","['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Ethics & Values,Pew_American_Trends_Panel_W50.csv,"['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']"
1259,1,4,"In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life?","['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Ethics & Values,Pew_American_Trends_Panel_W50.csv,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']"
1259,1,5,"In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life?","['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Ethics & Values,Pew_American_Trends_Panel_W50.csv,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']"
1260,1,1,"In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Economy & Work,Pew_American_Trends_Panel_W50.csv,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']"
1260,1,2,"In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life?","['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Economy & Work,Pew_American_Trends_Panel_W50.csv,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']"
1260,1,3,"In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life?","['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Economy & Work,Pew_American_Trends_Panel_W50.csv,"['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']"
1260,1,4,"In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life?","['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Economy & Work,Pew_American_Trends_Panel_W50.csv,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']"
1260,1,5,"In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life?","['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Economy & Work,Pew_American_Trends_Panel_W50.csv,"['Highly important', 'Quite important', 'Somewhat unimportant', 'Completely unimportant']"
1261,1,1,"In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Ethics & Values,Pew_American_Trends_Panel_W50.csv,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']"
1261,1,2,"In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life?","['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-unipolar,Importance,Ethics & Values,Pew_American_Trends_Panel_W50.csv,"['Extremely important', 'Fairly important', 'Moderately important', 'Slightly important', 'Not important at all']"
1261,1,3,"In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life?","['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,Importance,Ethics & Values,Pew_American_Trends_Panel_W50.csv,"['Essential', 'Important', 'Neutral', 'Unimportant', 'Completely unimportant']"
1261,1,4,"In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life?","['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Ethics & Values,Pew_American_Trends_Panel_W50.csv,"['Of great importance', 'Of some importance', 'Of little importance', 'Of no importance']"
